,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_opt,param_n2,param_n1,param_metric,param_lr,param_l2,param_l1,param_dropout,param_decay,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,88.33476150035858,3.0062402486801147,23.65636432170868,1.6144143342971802,ADAM,128,64,"AUC(name=auc_5,dtype=float32,num_thresholds=200,curve=ROC,summation_method=interpolation,multi_label=False,label_weights=None)",0.001,0.01,0.01,0.2,1e-06,"{'opt': 'ADAM', 'n2': 128, 'n1': 64, 'metric': <keras.metrics.AUC object at 0x00000176035D8F88>, 'lr': 0.001, 'l2': 0.01, 'l1': 0.01, 'dropout': 0.2, 'decay': 1e-06}",,,,,1
1,100.75069260597229,1.2965822219848633,27.168542742729187,2.71934974193573,ADAM,64,128,"AUC(name=auc_5,dtype=float32,num_thresholds=200,curve=ROC,summation_method=interpolation,multi_label=False,label_weights=None)",0.01,0,0.01,0.3,1e-06,"{'opt': 'ADAM', 'n2': 64, 'n1': 128, 'metric': <keras.metrics.AUC object at 0x00000176035D8F88>, 'lr': 0.01, 'l2': 0, 'l1': 0.01, 'dropout': 0.3, 'decay': 1e-06}",,,,,2
