,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_opt,param_n2,param_n1,param_metric,param_lr,param_dropout,param_decay,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,141.20727038383484,0.6276724338531494,31.581929445266724,0.2592201232910156,SGD,64,128,"AUC(name=auc_8,dtype=float32,num_thresholds=200,curve=ROC,summation_method=interpolation,multi_label=False,label_weights=None)",0.001,0.3,1e-06,"{'opt': 'SGD', 'n2': 64, 'n1': 128, 'metric': <keras.metrics.AUC object at 0x0000017961399C48>, 'lr': 0.001, 'dropout': 0.3, 'decay': 1e-06}",,,,,1
1,136.16493952274323,2.567090153694153,30.566735863685608,0.005561709403991699,SGD,128,64,"AUC(name=auc_8,dtype=float32,num_thresholds=200,curve=ROC,summation_method=interpolation,multi_label=False,label_weights=None)",0.01,0.2,1e-06,"{'opt': 'SGD', 'n2': 128, 'n1': 64, 'metric': <keras.metrics.AUC object at 0x0000017961399C48>, 'lr': 0.01, 'dropout': 0.2, 'decay': 1e-06}",,,,,2
